GNBM-2427-MONOMER	GNBM-2427		FIG00638803: hypothetical protein	
GNBM-1793-MONOMER	GNBM-1793		Lactam utilization protein LamB	
GNBM-539-MONOMER	GNBM-539		Ribonuclease III	
GNBM-2132-MONOMER	GNBM-2132		Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	
GNBM-4658-MONOMER	GNBM-4658		Mobile element protein	
GNBM-1145-MONOMER	GNBM-1145		Capsular polysaccharide ABC transporter, permease protein KpsM	
GNBM-3021-MONOMER	GNBM-3021		Endonuclease I precursor	
GNBM-3055-MONOMER	GNBM-3055		D-alanine--D-alanine ligase	
GNBM-3282-MONOMER	GNBM-3282		Phosphopentomutase like	
GNBM-4413-MONOMER	GNBM-4413		Mobile element protein	
GNBM-4094-MONOMER	GNBM-4094		N-acetyl-gamma-glutamyl-phosphate reductase	
GNBM-2601-MONOMER	GNBM-2601		Conserved protein YcjX with nucleoside triphosphate hydrolase domain	
GNBM-346-MONOMER	GNBM-346		putative transport	
GNBM-3407-MONOMER	GNBM-3407		Fructose-bisphosphate aldolase	
GNBM-1344-MONOMER	GNBM-1344		PTS system, N-acetylgalactosamine-and galactosamine-specific IIA component	
GNBM-695-MONOMER	GNBM-695		Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM	
GNBM-3541-MONOMER	GNBM-3541		Lactose permease	
GNBM-931-MONOMER	GNBM-931		Fur regulated protein ORF x171.28	
GNBM-1866-MONOMER	GNBM-1866		Putative membrane protein	
GNBM-4181-MONOMER	GNBM-4181		Integral membrane protein YfiB	
GNBM-1483-MONOMER	GNBM-1483		Taurine-binding periplasmic protein TauA	
GNBM-4510-MONOMER	GNBM-4510		Microcin M imunity protein McmI	
GNBM-1206-MONOMER	GNBM-1206		Methylglyoxal reductase, acetol producing	
GNBM-796-MONOMER	GNBM-796		FIG00642536: hypothetical protein	
GNBM-2232-MONOMER	GNBM-2232		Transcriptional regulator SlmA, TetR family	
GNBM-854-MONOMER	GNBM-854		PTS system, mannose-specific IIC component	
GNBM-2629-MONOMER	GNBM-2629		Pyruvate-flavodoxin oxidoreductase	
GNBM-2145-MONOMER	GNBM-2145		Biotin sulfoxide reductase	
GNBM-339-MONOMER	GNBM-339		FIG00641088: hypothetical protein	
GNBM-815-MONOMER	GNBM-815		NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	
GNBM-3985-MONOMER	GNBM-3985		PTS system, glucitol/sorbitol-specific IIC component	
GNBM-432-MONOMER	GNBM-432		Ethanolamine utilization protein EutJ	
GNBM-3299-MONOMER	GNBM-3299		Multimodular transpeptidase-transglycosylase	
GNBM-3951-MONOMER	GNBM-3951		Glucans biosynthesis protein G precursor	
GNBM-1163-MONOMER	GNBM-1163		Malate synthase G	
GNBM-3844-MONOMER	GNBM-3844		PTS system, sorbose-specific IIB component	
GNBM-2826-MONOMER	GNBM-2826		Arginine/ornithine antiporter ArcD	
GNBM-400-MONOMER	GNBM-400		DNA ligase	
GNBM-4171-MONOMER	GNBM-4171		COG1496: Uncharacterized conserved protein	
GNBM-2196-MONOMER	GNBM-2196		FIG00638466: hypothetical protein	
GNBM-2250-MONOMER	GNBM-2250		Tagatose 1,6-bisphosphate aldolase	
GNBM-885-MONOMER	GNBM-885		FIG004088: inner membrane protein YebE	
GNBM-3256-MONOMER	GNBM-3256		FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	
GNBM-4829-MONOMER	GNBM-4829		hypothetical protein	
GNBM-4443-MONOMER	GNBM-4443		FIG00639588: hypothetical protein	
GNBM-3835-MONOMER	GNBM-3835		YjbF outer membrane lipoprotein	
GNBM-1576-MONOMER	GNBM-1576		RNA signal recognition particle 4.5S RNA	
GNBM-908-MONOMER	GNBM-908		FIG01068760: hypothetical protein	
GNBM-1887-MONOMER	GNBM-1887		Ferrichrome-iron receptor	
GNBM-3300-MONOMER	GNBM-3300		ADP compounds hydrolase NudE	
GNBM-4453-MONOMER	GNBM-4453		hypothetical protein	
GNBM-2938-MONOMER	GNBM-2938		Xanthine dehydrogenase, molybdenum binding subunit	
GNBM-3125-MONOMER	GNBM-3125		Inosine-uridine preferring nucleoside hydrolase	
GNBM-1395-MONOMER	GNBM-1395		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	
GNBM-3533-MONOMER	GNBM-3533		Propionate catabolism operon regulatory protein PrpR	
GNBM-4831-MONOMER	GNBM-4831		putative recombinase	
GNBM-3589-MONOMER	GNBM-3589		Homolog of E. coli HemX protein	
GNBM-3236-MONOMER	GNBM-3236		Mannonate dehydratase	
GNBM-1436-MONOMER	GNBM-1436		probable exported protein YPO3518	
GNBM-4065-MONOMER	GNBM-4065		Enolase	
GNBM-954-MONOMER	GNBM-954		Ead protein	
GNBM-1838-MONOMER	GNBM-1838		Putative molybdenum transport ATP-binding protein modF	
GNBM-3524-MONOMER	GNBM-3524		Putative cytoplasmic protein	
GNBM-3030-MONOMER	GNBM-3030		Nucleoside 5-triphosphatase RdgB (dHAPTP,dITP,XTP-specific)	
GNBM-742-MONOMER	GNBM-742		Probable lipoprotein nlpC precursor	
GNBM-4388-MONOMER	GNBM-4388		FIG00642308: hypothetical protein	
GNBM-3207-MONOMER	GNBM-3207		predicted GTPase	
GNBM-3980-MONOMER	GNBM-3980		Alanyl-tRNA synthetase	
GNBM-751-MONOMER	GNBM-751		Translation initiation factor 3	
GNBM-447-MONOMER	GNBM-447		hypothetical protein	
GNBM-2259-MONOMER	GNBM-2259		Phage integrase	
GNBM-338-MONOMER	GNBM-338		Phosphohistidine phosphatase SixA	
GNBM-4122-MONOMER	GNBM-4122		Transcriptional (co)regulator CytR	
GNBM-721-MONOMER	GNBM-721		Putative membrane protein	
GNBM-4617-MONOMER	GNBM-4617		FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein	
GNBM-1082-MONOMER	GNBM-1082		hypothetical protein	
GNBM-4742-MONOMER	GNBM-4742		hypothetical protein	
GNBM-2489-MONOMER	GNBM-2489		hypothetical protein	
GNBM-3880-MONOMER	GNBM-3880		Lipoprotein releasing system transmembrane protein LolE	
GNBM-1653-MONOMER	GNBM-1653		Bacteriophage N4 adsorption protein A	
GNBM-3762-MONOMER	GNBM-3762		Glutamate-aspartate carrier protein	
GNBM-3636-MONOMER	GNBM-3636		Uridine phosphorylase	
GNBM-2104-MONOMER	GNBM-2104		Cytochrome c551 peroxidase	
GNBM-298-MONOMER	GNBM-298		Phosphodiesterase yfcE	
GNBM-4719-MONOMER	GNBM-4719		Mobile element protein	
GNBM-3680-MONOMER	GNBM-3680		hypothetical protein	
GNBM-1758-MONOMER	GNBM-1758		probable beta-D-galactosidase	
GNBM-888-MONOMER	GNBM-888		Phosphoribosylglycinamide formyltransferase 2	
GNBM-1170-MONOMER	GNBM-1170		Long-chain-fatty-acid--CoA ligase	
GNBM-814-MONOMER	GNBM-814		Peptide methionine sulfoxide reductase MsrB	
GNBM-1942-MONOMER	GNBM-1942		Arginine ABC transporter, permease protein ArtM	
GNBM-1631-MONOMER	GNBM-1631		Ureidoglycolate dehydrogenase	
GNBM-2975-MONOMER	GNBM-2975		Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein)	
GNBM-3785-MONOMER	GNBM-3785		Single-stranded DNA-binding protein	
GNBM-4260-MONOMER	GNBM-4260		Tellurite resistance protein TehB	
GNBM-1077-MONOMER	GNBM-1077		FIG00643892: hypothetical protein	
GNBM-2740-MONOMER	GNBM-2740		NAD(P)HX epimerase / NAD(P)HX dehydratase	
GNBM-374-MONOMER	GNBM-374		PTS system nitrogen-specific IIA component, PtsN	
GNBM-2214-MONOMER	GNBM-2214		Lipopolysaccharide heptosyltransferase I	
GNBM-3003-MONOMER	GNBM-3003		ATPase component STY3233 of energizing module of queuosine-regulated ECF transporter	
GNBM-2282-MONOMER	GNBM-2282		hypothetical protein	
GNBM-1540-MONOMER	GNBM-1540		hypothetical protein	
GNBM-2565-MONOMER	GNBM-2565		Osmotically inducible lipoprotein B precursor	
GNBM-3080-MONOMER	GNBM-3080		Thiamin ABC transporter, substrate-binding component	
GNBM-4692-MONOMER	GNBM-4692		Transcriptional regulator NanR	
GNBM-192-MONOMER	GNBM-192		Cytochrome c heme lyase subunit CcmL / Cytochrome c heme lyase subunit CcmH	
GNBM-3754-MONOMER	GNBM-3754		Type IV pilin PilA	
GNBM-1721-MONOMER	GNBM-1721		LSU m3Psi1915 methyltransferase RlmH	
GNBM-2712-MONOMER	GNBM-2712		Aspartate ammonia-lyase	
GNBM-2907-MONOMER	GNBM-2907		N-acetylmuramoyl-L-alanine amidase	
GNBM-3154-MONOMER	GNBM-3154		Inner membrane protein CreD	
GNBM-905-MONOMER	GNBM-905		Dihydroneopterin triphosphate pyrophosphohydrolase type 2 (nudB)	
GNBM-2687-MONOMER	GNBM-2687		Arginine decarboxylase, catabolic	
GNBM-3408-MONOMER	GNBM-3408		Putative transporter	
GNBM-3714-MONOMER	GNBM-3714		FIG00637967: hypothetical protein	
GNBM-567-MONOMER	GNBM-567		FIG00638897: hypothetical protein	
GNBM-283-MONOMER	GNBM-283		NADH-ubiquinone oxidoreductase chain C	
GNBM-3534-MONOMER	GNBM-3534		Methylisocitrate lyase	
GNBM-4590-MONOMER	GNBM-4590		Dihydrodipicolinate synthase	
GNBM-2796-MONOMER	GNBM-2796		FIG00614015: hypothetical protein	
GNBM-3244-MONOMER	GNBM-3244		type 1 fimbriae major subunit FimA	
GNBM-3241-MONOMER	GNBM-3241		type 1 fimbriae anchoring protein FimD	
GNBM-4505-MONOMER	GNBM-4505		Microcin H47 precursor (MccH47)	
GNBM-1042-MONOMER	GNBM-1042		Flagellar biosynthesis protein FliQ	
GNBM-238-MONOMER	GNBM-238		Glycerol-3-phosphate transporter	
GNBM-1057-MONOMER	GNBM-1057		FIG001196: Membrane protein YedZ	
GNBM-504-MONOMER	GNBM-504		Iron binding protein IscA for iron-sulfur cluster assembly	
GNBM-250-MONOMER	GNBM-250		Pyrimidine deoxynucleoside triphosphate (dYTP) pyrophosphohydrolase YfoO	
GNBM-3983-MONOMER	GNBM-3983		C-terminal domain of CinA type S; Protein Implicated in DNA repair function with RecA and MutS	
GNBM-3943-MONOMER	GNBM-3943		Protein yceI precursor	
GNBM-4774-MONOMER	GNBM-4774		Mobile element protein	
GNBM-2657-MONOMER	GNBM-2657		FIG00639382: hypothetical protein	
GNBM-4395-MONOMER	GNBM-4395		Pectin degradation protein KdgF	
GNBM-2539-MONOMER	GNBM-2539		Protein yciF	
GNBM-553-MONOMER	GNBM-553		hypothetical tRNA/rRNA methyltransferase yfiF	
GNBM-4367-MONOMER	GNBM-4367		Shikimate 5-dehydrogenase I alpha	
GNBM-3049-MONOMER	GNBM-3049		Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	
GNBM-3782-MONOMER	GNBM-3782		Regulatory protein SoxS	
GNBM-4398-MONOMER	GNBM-4398		predicted 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	
GNBM-93-MONOMER	GNBM-93		FIG00638377: hypothetical protein	
GNBM-4158-MONOMER	GNBM-4158		Putative glycoporin	
GNBM-3561-MONOMER	GNBM-3561		Peptidyl-prolyl cis-trans isomerase PpiC	
GNBM-1584-MONOMER	GNBM-1584		Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family	
GNBM-1320-MONOMER	GNBM-1320		Inner membrane protein	
GNBM-4427-MONOMER	GNBM-4427		Oxidoreductase YihU	
GNBM-3255-MONOMER	GNBM-3255		Protein slyX	
GNBM-1492-MONOMER	GNBM-1492		SbmA protein	
GNBM-3854-MONOMER	GNBM-3854		FIG00641190: hypothetical protein	
GNBM-3720-MONOMER	GNBM-3720		Fimbrial protein YadK	
GNBM-2706-MONOMER	GNBM-2706		Transcriptional activator of cad operon	
GNBM-1886-MONOMER	GNBM-1886		Iron-uptake factor PiuC	
GNBM-2932-MONOMER	GNBM-2932		2-deoxy-D-gluconate 3-dehydrogenase	
GNBM-312-MONOMER	GNBM-312		DedD protein	
GNBM-2926-MONOMER	GNBM-2926		2-acylglycerophosphoethanolamine acyltransferase	
GNBM-1127-MONOMER	GNBM-1127		Z1226 protein	
GNBM-3490-MONOMER	GNBM-3490		LSU ribosomal protein L36p	
GNBM-4391-MONOMER	GNBM-4391		FIG00644506: hypothetical protein	
GNBM-909-MONOMER	GNBM-909		virulence protein	
GNBM-1285-MONOMER	GNBM-1285		Putrescine aminotransferase	
GNBM-4371-MONOMER	GNBM-4371		hypothetical protein	
GNBM-2923-MONOMER	GNBM-2923		Hypothetical lipoprotein ygdR precursor	
GNBM-4894-MONOMER	GNBM-4894		Uncharacterized protein YeeT	
GNBM-4821-MONOMER	GNBM-4821		hypothetical protein	
GNBM-4836-MONOMER	GNBM-4836		FIG00638146: hypothetical protein	
GNBM-3813-MONOMER	GNBM-3813		hypothetical protein	
GNBM-2660-MONOMER	GNBM-2660		D-allose-6-phosphate isomerase	
GNBM-3471-MONOMER	GNBM-3471		FIG01200175: hypothetical protein	
GNBM-1770-MONOMER	GNBM-1770		Flavodoxin 1	
GNBM-4698-MONOMER	GNBM-4698		N-acetylmannosamine kinase	
GNBM-1871-MONOMER	GNBM-1871		Putative inner membrane protein	
GNBM-2273-MONOMER	GNBM-2273		DNA repair protein RadC	
GNBM-2864-MONOMER	GNBM-2864		L-fuculose phosphate aldolase	
GNBM-627-MONOMER	GNBM-627		Acid shock protein precursor	
GNBM-4095-MONOMER	GNBM-4095		Acetylornithine deacetylase	
GNBM-4812-MONOMER	GNBM-4812		Ferrichrome-iron receptor	
GNBM-1736-MONOMER	GNBM-1736		Apolipoprotein N-acyltransferase	
GNBM-2625-MONOMER	GNBM-2625		tRNA(Cytosine32)-2-thiocytidine synthetase	
GNBM-4342-MONOMER	GNBM-4342		SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent	
GNBM-2835-MONOMER	GNBM-2835		Inner membrane protein YjgN	
GNBM-2599-MONOMER	GNBM-2599		Outer membrane protein G precursor	
GNBM-1606-MONOMER	GNBM-1606		Inner membrane transport protein YbaT	
GNBM-121-MONOMER	GNBM-121		Galactose/methyl galactoside ABC transport system, ATP-binding protein MglA	
GNBM-4216-MONOMER	GNBM-4216		Ribonucleotide reductase of class Ib (aerobic),alpha subunit	
GNBM-2301-MONOMER	GNBM-2301		Putative inner membrane protein	
GNBM-2521-MONOMER	GNBM-2521		Alcohol dehydrogenase	
GNBM-2943-MONOMER	GNBM-2943		Putative diaminopropionate ammonia-lyase	
GNBM-3786-MONOMER	GNBM-3786		Excinuclease ABC subunit A	
GNBM-2755-MONOMER	GNBM-2755		PspA/IM30 family protein	
GNBM-1652-MONOMER	GNBM-1652		FIG00638135: hypothetical protein	
GNBM-2141-MONOMER	GNBM-2141		Putative resistance protein	
GNBM-2858-MONOMER	GNBM-2858		Decarboxylase family protein	
GNBM-4249-MONOMER	GNBM-4249		NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	
GNBM-4123-MONOMER	GNBM-4123		Cell division protein FtsN	
GNBM-1157-MONOMER	GNBM-1157		Hypothetical lipoprotein yghG precursor	
GNBM-91-MONOMER	GNBM-91		YehQ protein	
GNBM-4630-MONOMER	GNBM-4630		FIG00639052: hypothetical protein	
GNBM-3392-MONOMER	GNBM-3392		Transporter, putative	
GNBM-3821-MONOMER	GNBM-3821		4-hydroxybenzoate polyprenyltransferase	
GNBM-4905-MONOMER	GNBM-4905		putative DNA repair protein	
GNBM-1168-MONOMER	GNBM-1168		Glycolate utilization operon transcriptional activator GlcC	
GNBM-30-MONOMER	GNBM-30		Colanic acid biosynthesis acetyltransferase WcaB	
GNBM-2165-MONOMER	GNBM-2165		BAX protein	
GNBM-1059-MONOMER	GNBM-1059		Probable integrase remnant	
GNBM-3441-MONOMER	GNBM-3441		Multidrug resistance protein MdtE	
GNBM-2226-MONOMER	GNBM-2226		Formamidopyrimidine-DNA glycosylase	
GNBM-970-MONOMER	GNBM-970		Flagellar biosynthesis protein FlhA	
GNBM-1012-MONOMER	GNBM-1012		D-cysteine desulfhydrase	
GNBM-729-MONOMER	GNBM-729		Transcriptional regulator, AraC family	
GNBM-3480-MONOMER	GNBM-3480		Mobile element protein	
GNBM-485-MONOMER	GNBM-485		GTP-binding protein EngA	
GNBM-2724-MONOMER	GNBM-2724		Outer membrane lipoprotein Blc	
GNBM-2052-MONOMER	GNBM-2052		Hydrogenase maturation factor HoxQ	
GNBM-2553-MONOMER	GNBM-2553		DNA topoisomerase I	
GNBM-1339-MONOMER	GNBM-1339		Transcriptional repressor of aga operon	
GNBM-109-MONOMER	GNBM-109		3-oxoacyl-[acyl-carrier protein] reductase	
GNBM-3899-MONOMER	GNBM-3899		Putative deoxyribonuclease YcfH	
GNBM-4357-MONOMER	GNBM-4357		HTH-type transcriptional regulator zntR	
GNBM-2083-MONOMER	GNBM-2083		Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter	
GNBM-4459-MONOMER	GNBM-4459		N-hydroxyarylamine O-acetyltransferase	
GNBM-3023-MONOMER	GNBM-3023		Glutathione synthetase	
GNBM-4077-MONOMER	GNBM-4077		Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C)	
GNBM-288-MONOMER	GNBM-288		Nucleotidase YfbR, HD superfamily	
GNBM-4568-MONOMER	GNBM-4568		Phage protein	
GNBM-4799-MONOMER	GNBM-4799		Uncharacterized lipoprotein yaeF precursor	
GNBM-4436-MONOMER	GNBM-4436		fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein	
GNBM-2091-MONOMER	GNBM-2091		Biofilm PGA outer membrane secretin PgaA	
GNBM-2747-MONOMER	GNBM-2747		HflK protein	
GNBM-1441-MONOMER	GNBM-1441		Putative transcriptional regulator LYSR-type	
GNBM-1000-MONOMER	GNBM-1000		FIG00637942: hypothetical protein	
GNBM-245-MONOMER	GNBM-245		L-rhamnonate transporter (predicted by genome context)	
GNBM-1973-MONOMER	GNBM-1973		Cell division protein FtsK	
GNBM-429-MONOMER	GNBM-429		Ethanolamine utilization protein EutA	
GNBM-1340-MONOMER	GNBM-1340		Tagatose-6-phosphate kinase AgaZ	
GNBM-1714-MONOMER	GNBM-1714		Octanoate-[acyl-carrier-protein]-protein-N- octanoyltransferase	
GNBM-4794-MONOMER	GNBM-4794		Methionine ABC transporter permease protein	
GNBM-3385-MONOMER	GNBM-3385		Putative inner membrane protein	
GNBM-3379-MONOMER	GNBM-3379		Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	
GNBM-3382-MONOMER	GNBM-3382		Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	
GNBM-1187-MONOMER	GNBM-1187		Hydrogenase-2 operon protein hybE	
GNBM-4004-MONOMER	GNBM-4004		Formate hydrogenlyase maturation protein hycH	
GNBM-840-MONOMER	GNBM-840		Long-chain-fatty-acid--CoA ligase	
GNBM-3391-MONOMER	GNBM-3391		DcrB protein precursor	
GNBM-1091-MONOMER	GNBM-1091		Inner membrane ABC-transporter YbtQ	
GNBM-40-MONOMER	GNBM-40		DNA-3-methyladenine glycosylase II	
GNBM-362-MONOMER	GNBM-362		Formyl-coenzyme A transferase	
GNBM-2976-MONOMER	GNBM-2976		Glycine cleavage system H protein	
GNBM-2027-MONOMER	GNBM-2027		3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	
GNBM-1511-MONOMER	GNBM-1511		Glucokinase, ROK family	
GNBM-301-MONOMER	GNBM-301		Dihydroneopterin triphosphate epimerase	
GNBM-4549-MONOMER	GNBM-4549		DNA-directed RNA polymerase beta subunit	
GNBM-482-MONOMER	GNBM-482		SinI homolog	
GNBM-4099-MONOMER	GNBM-4099		PTS system fructose-like IIB component 2 precursor	
GNBM-3523-MONOMER	GNBM-3523		Putative oxidoreductase subunit	
GNBM-1309-MONOMER	GNBM-1309		Periplasmic protein YqjC	
GNBM-3711-MONOMER	GNBM-3711		glutamyl-Q-tRNA synthetase	
GNBM-458-MONOMER	GNBM-458		Outer membrane protein NlpB, lipoprotein component of the protein assembly complex (forms a complex with YaeT, YfiO, and YfgL); Lipoprotein-34 precursor	
GNBM-3635-MONOMER	GNBM-3635		Putative carboxymethylenebutenolidase	
GNBM-4861-MONOMER	GNBM-4861		hypothetical protein	
GNBM-587-MONOMER	GNBM-587		FIG00639629: hypothetical protein	
GNBM-2396-MONOMER	GNBM-2396		Phage head-to-tail joining protein	
GNBM-2560-MONOMER	GNBM-2560		Inner membrane protein yciS	
GNBM-1123-MONOMER	GNBM-1123		iron aquisition yersiniabactin synthesis enzyme (Irp2)	
GNBM-691-MONOMER	GNBM-691		LysR-family transcriptional regulator YdhB	
GNBM-38-MONOMER	GNBM-38		Uridine kinase	
GNBM-1258-MONOMER	GNBM-1258		Inner membrane protein YqiK	
GNBM-2542-MONOMER	GNBM-2542		Indole-3-glycerol phosphate synthase	
GNBM-1331-MONOMER	GNBM-1331		Glycerate-2-kinase	
GNBM-1695-MONOMER	GNBM-1695		Universal stress protein G	
GNBM-3947-MONOMER	GNBM-3947		Acidic protein msyB	
GNBM-195-MONOMER	GNBM-195		Cytochrome c-type biogenesis protein CcmE, heme chaperone	
GNBM-4579-MONOMER	GNBM-4579		Type I restriction enzyme EcoR124II M protein	
GNBM-3897-MONOMER	GNBM-3897		Putative OMR family iron-siderophore receptor precursor	
GNBM-3614-MONOMER	GNBM-3614		Lysophospholipase L2	
GNBM-496-MONOMER	GNBM-496		FIG00641578: hypothetical protein	
GNBM-2044-MONOMER	GNBM-2044		tRNA 2-thiouridine synthesizing protein E	
GNBM-1848-MONOMER	GNBM-1848		FIG00637898: hypothetical protein	
GNBM-4016-MONOMER	GNBM-4016		[NiFe] hydrogenase metallocenter assembly protein HypE	
GNBM-4051-MONOMER	GNBM-4051		Glycerol uptake operon antiterminator regulatory protein	
GNBM-4019-MONOMER	GNBM-4019		FIG00638716: hypothetical protein	
GNBM-586-MONOMER	GNBM-586		LysR family transcriptional regulator YneJ	
GNBM-3726-MONOMER	GNBM-3726		FIG00639416: hypothetical protein	
GNBM-1554-MONOMER	GNBM-1554		Cell division protein BolA	
GNBM-332-MONOMER	GNBM-332		Minor fimbrial subunit StfG	
GNBM-4243-MONOMER	GNBM-4243		Ser/Thr and Tyr protein phosphatase (dual specificity)	
GNBM-2488-MONOMER	GNBM-2488		hypothetical protein	
GNBM-3858-MONOMER	GNBM-3858		Putative acetyltransferase	
GNBM-2798-MONOMER	GNBM-2798		Peptide methionine sulfoxide reductase MsrA	
GNBM-1883-MONOMER	GNBM-1883		hypothetical protein	
GNBM-3592-MONOMER	GNBM-3592		Adenylate cyclase	
GNBM-4001-MONOMER	GNBM-4001		FIG00641069: hypothetical protein	
GNBM-3675-MONOMER	GNBM-3675		UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	
GNBM-2538-MONOMER	GNBM-2538		Protein YciE	
GNBM-4474-MONOMER	GNBM-4474		Alcohol dehydrogenase	
GNBM-3468-MONOMER	GNBM-3468		Peptide chain release factor homolog	
GNBM-1880-MONOMER	GNBM-1880		ATP-dependent helicase DinG/Rad3	
GNBM-3674-MONOMER	GNBM-3674		(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase	
GNBM-2983-MONOMER	GNBM-2983		UPF0149 exported protein YgfB	
GNBM-531-MONOMER	GNBM-531		tRNA-specific adenosine-34 deaminase	
GNBM-2133-MONOMER	GNBM-2133		Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	
GNBM-2748-MONOMER	GNBM-2748		HflC protein	
GNBM-1699-MONOMER	GNBM-1699		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	
GNBM-325-MONOMER	GNBM-325		Putative transporting ATPase	
GNBM-1879-MONOMER	GNBM-1879		Uncharacterized protein COG3236	
GNBM-1429-MONOMER	GNBM-1429		LSU ribosomal protein L13p (L13Ae)	
GNBM-4847-MONOMER	GNBM-4847		Pantothenate kinase	
GNBM-3807-MONOMER	GNBM-3807		Transcriptional regulator, LacI family	
GNBM-2661-MONOMER	GNBM-2661		FIG00638130: hypothetical protein	
GNBM-1446-MONOMER	GNBM-1446		Rod shape-determining protein MreD	
GNBM-867-MONOMER	GNBM-867		Tail-specific protease precursor	
GNBM-4386-MONOMER	GNBM-4386		Deoxyribose operon repressor, DeoR family	
GNBM-2327-MONOMER	GNBM-2327		Inner membrane protein translocase component YidC, long form	
GNBM-4307-MONOMER	GNBM-4307		Co-activator of prophage gene expression IbrA	
GNBM-2710-MONOMER	GNBM-2710		Periplasmic divalent cation tolerance protein CutA	
GNBM-4139-MONOMER	GNBM-4139		Sulfate-binding protein Sbp	
GNBM-2340-MONOMER	GNBM-2340		Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	
GNBM-4730-MONOMER	GNBM-4730		FIG00641173: hypothetical protein	
GNBM-1639-MONOMER	GNBM-1639		UDP-2,3-diacylglucosamine hydrolase	
GNBM-4076-MONOMER	GNBM-4076		FIG00638984: hypothetical protein	
GNBM-2545-MONOMER	GNBM-2545		COG0613, Predicted metal-dependent phosphoesterases (PHP family)	
GNBM-2762-MONOMER	GNBM-2762		Putative exported protein	
GNBM-3203-MONOMER	GNBM-3203		D-galactonate transporter	
GNBM-1580-MONOMER	GNBM-1580		Haemolysin expression modulating protein	
GNBM-2326-MONOMER	GNBM-2326		Ribonuclease P protein component	
GNBM-1345-MONOMER	GNBM-1345		N-acetylgalactosamine-6-phosphate deacetylase	
GNBM-1158-MONOMER	GNBM-1158		Leader peptidase (Prepilin peptidase)	
GNBM-4823-MONOMER	GNBM-4823		Small core protein (J protein)	
GNBM-4454-MONOMER	GNBM-4454		FIG00640713: hypothetical protein	
GNBM-403-MONOMER	GNBM-403		Cysteine synthase	
GNBM-3958-MONOMER	GNBM-3958		Major curlin subunit precursor CsgA	
GNBM-1687-MONOMER	GNBM-1687		Glycerol dehydrogenase	
GNBM-1987-MONOMER	GNBM-1987		Putative inner membrane protein	
GNBM-2453-MONOMER	GNBM-2453		Stage V sporulation protein involved in spore cortex synthesis (SpoVR)	
GNBM-4902-MONOMER	GNBM-4902		hypothetical protein	
GNBM-4685-MONOMER	GNBM-4685		Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)	
GNBM-3489-MONOMER	GNBM-3489		FIGfam014588: Predicted regulator of CFA/I fimbriae	
GNBM-4060-MONOMER	GNBM-4060		FIG00642757: hypothetical protein	
GNBM-1891-MONOMER	GNBM-1891		Glutamate transport ATP-binding protein	
GNBM-3620-MONOMER	GNBM-3620		FIG00637936: hypothetical protein	
GNBM-2874-MONOMER	GNBM-2874		probable lipoprotein	
GNBM-43-MONOMER	GNBM-43		COG0631: Serine/threonine protein phosphatase	
GNBM-2959-MONOMER	GNBM-2959		putative purine permease YgfU	
GNBM-3258-MONOMER	GNBM-3258		Glutathione-regulated potassium-efflux system protein KefB	
GNBM-1495-MONOMER	GNBM-1495		membrane protein yaiZ	
GNBM-2960-MONOMER	GNBM-2960		hypothetical protein	
GNBM-2940-MONOMER	GNBM-2940		Xanthine dehydrogenase iron-sulfur subunit	
GNBM-1558-MONOMER	GNBM-1558		ATP-dependent Clp protease ATP-binding subunit ClpX	
GNBM-4175-MONOMER	GNBM-4175		Chorismate mutase I	
GNBM-1391-MONOMER	GNBM-1391		LSU ribosomal protein L27p	
GNBM-938-MONOMER	GNBM-938		unknown	
GNBM-2822-MONOMER	GNBM-2822		Protein YjgF, putative endoribonuclease L-PSP	
GNBM-1243-MONOMER	GNBM-1243		Putative arylsulfate sulfotransferase	
GNBM-3778-MONOMER	GNBM-3778		Putative Na(+)/H(+) exchanger protein, CPA1 family precursor	
